1,0.067715
1,0.000000
2,0.331853
2,0.000000
3,0.258053
3,0.000000
4,0.535571
4,0.000000
5,0.645582
5,0.000000
6,0.748421
6,0.000000
7,0.701696
7,0.000000
8,0.380527
8,0.000000
9,0.895572
9,0.000000
10,0.934036
10,0.000000
11,0.946130
11,0.000000
12,0.947634
12,0.000000
13,0.951062
13,0.000000
14,0.950557
14,0.000000
15,0.957302
15,0.000000
16,0.961068
16,0.000001
17,0.952888
17,0.000001
18,0.950333
18,0.000001
19,0.954694
19,0.000001
20,0.954542
20,0.000001
21,0.918904
21,0.000001
22,0.780283
22,0.000000
23,0.782130
23,0.000000
24,0.757682
24,0.000000
25,0.763305
25,0.000000
26,0.754257
26,0.000000
27,0.894738
27,0.000000
28,0.564539
28,0.000000
29,0.752912
29,0.000000
30,0.754363
30,0.000000
31,0.839527
31,0.000000
32,0.628598
32,0.000000
33,0.439960
33,0.000000
34,0.625161
34,0.000000
35,0.756105
35,0.000000
36,0.897737
36,0.000000
37,0.931215
37,0.000000
38,0.917784
38,0.000000
39,0.926285
39,0.000000
40,0.924538
40,0.000001
41,0.904857
41,0.000001
42,0.906895
42,0.000001
43,0.931987
43,0.000001
44,0.890071
44,0.000001
45,0.873512
45,0.000002
46,0.872343
46,0.000001
47,0.868447
47,0.000001
48,0.870173
48,0.000001
49,0.869799
49,0.000001
50,0.870982
50,0.000001
51,0.000000
51,0.762281
52,0.000001
52,0.798420
53,0.000001
53,0.793025
54,0.000000
54,0.786544
55,0.000000
55,0.760409
56,0.000001
56,0.829820
57,0.000001
57,0.935137
58,0.764475
58,0.000019
59,0.000001
59,0.917258
60,0.000001
60,0.791208
61,0.000010
61,0.696415
62,0.000006
62,0.404523
63,0.000012
63,0.753429
64,0.000009
64,0.606957
65,0.416119
65,0.000006
66,0.427242
66,0.000007
67,0.432449
67,0.000005
68,0.440351
68,0.000010
69,0.293977
69,0.000007
70,0.504202
70,0.000015
71,0.683897
71,0.001246
72,0.654525
72,0.001321
73,0.768708
73,0.001499
74,0.684092
74,0.002686
75,0.621569
75,0.002679
76,0.487686
76,0.000062
77,0.807811
77,0.000066
78,0.760048
78,0.000038
79,0.749279
79,0.000060
80,0.714466
80,0.000040
81,0.723882
81,0.000020
82,0.672073
82,0.002622
83,0.661901
83,0.002313
84,0.702211
84,0.002402
85,0.669029
85,0.002300
86,0.919029
86,0.000180
87,0.000819
87,0.668812
88,0.642465
88,0.001473
89,0.000855
89,0.693157
90,0.653735
90,0.000847
91,0.761147
91,0.000130
92,0.799530
92,0.000607
93,0.788504
93,0.000415
94,0.900541
94,0.000277
95,0.890774
95,0.000137
96,0.892728
96,0.000198
97,0.881136
97,0.000199
98,0.799537
98,0.000407
99,0.846081
99,0.000359
100,0.918696
100,0.000118
101,0.979698
101,0.000706
102,0.977281
102,0.000795
103,0.964288
103,0.001758
104,0.953234
104,0.000379
105,0.972936
105,0.001622
106,0.980072
106,0.001301
107,0.983405
107,0.001835
108,0.982927
108,0.001449
109,0.983046
109,0.001549
110,0.981928
110,0.004531
111,0.983454
111,0.003814
112,0.982957
112,0.003536
113,0.981167
113,0.003714
114,0.981106
114,0.003576
115,0.981647
115,0.003416
116,0.982367
116,0.003386
117,0.982607
117,0.003301
118,0.981422
118,0.003238
119,0.982476
119,0.003216
120,0.983030
120,0.003206
121,0.983537
121,0.003042
122,0.983462
122,0.003042
123,0.983020
123,0.002881
124,0.983457
124,0.003042
125,0.958134
125,0.037355
126,0.955284
126,0.022610
127,0.952669
127,0.023434
128,0.952890
128,0.028017
129,0.953990
129,0.025141
130,0.953983
130,0.030368
131,0.953354
131,0.030471
132,0.951704
132,0.028487
133,0.955591
133,0.026335
134,0.953985
134,0.025069
135,0.953692
135,0.028442
136,0.955709
136,0.025926
137,0.955842
137,0.026221
138,0.956532
138,0.021700
139,0.955891
139,0.020670
140,0.955749
140,0.022535
141,0.955855
141,0.023826
142,0.955855
142,0.023202
143,0.956587
143,0.021476
144,0.955743
144,0.025347
145,0.955756
145,0.025830
146,0.503477
146,0.002243
147,0.528742
147,0.000609
148,0.222339
148,0.001867
149,0.428167
149,0.006622
150,0.354023
150,0.005945
151,0.621671
151,0.016524
152,0.017503
152,0.627564
153,0.011877
153,0.616520
154,0.007375
154,0.382802
155,0.705030
155,0.000586
156,0.720192
156,0.000896
157,0.683332
157,0.000259
158,0.861667
159,0.724574
159,0.001118
160,0.848377
160,0.002174
161,0.971552
161,0.000201
162,0.970910
162,0.000218
163,0.974482
164,0.953118
164,0.000361
165,0.973931
165,0.001838
166,0.975216
166,0.000562
167,0.978572
167,0.000798
168,0.979187
168,0.001052
169,0.979078
169,0.000817
170,0.972958
170,0.000054
171,0.977237
171,0.000078
172,0.946619
172,0.000054
173,0.923800
173,0.000126
174,0.000043
174,0.938691
175,0.000039
175,0.947207
176,0.000076
176,0.982509
177,0.000105
177,0.991356
178,0.993139
178,0.000803
179,0.985559
179,0.000146
180,0.963798
180,0.000194
181,0.954633
181,0.000564
182,0.969846
182,0.000097
183,0.960960
183,0.000112
184,0.947742
184,0.000062
185,0.953583
185,0.000100
186,0.955511
186,0.000129
187,0.955225
187,0.000075
188,0.968215
188,0.000053
189,0.967945
189,0.000012
190,0.980592
190,0.000062
191,0.000078
192,0.000076
193,0.000059
193,0.784401
194,0.000110
194,0.958990
195,0.000203
195,0.987797
196,0.973897
196,0.000104
197,0.967913
197,0.000090
198,0.963353
198,0.000076
199,0.962577
199,0.000081
200,0.988817
200,0.000050
201,0.983718
201,0.000024
202,0.965091
202,0.000003
203,0.952519
204,0.959279
204,0.000005
205,0.962182
205,0.000004
206,0.949547
206,0.000066
207,0.786810
207,0.000006
208,0.788915
208,0.000010
209,0.718848
209,0.000004
210,0.783882
210,0.000005
211,0.654229
211,0.000013
212,0.696689
212,0.000008
213,0.635558
213,0.000004
214,0.546473
214,0.000005
215,0.884986
216,0.599962
216,0.000052
217,0.580348
217,0.000068
218,0.527794
218,0.000139
219,0.686130
219,0.000054
220,0.423712
220,0.000021
221,0.463089
221,0.000003
222,0.462781
222,0.000002
223,0.502586
223,0.000388
