1,0.455284
2,0.537474
3,0.767164
4,0.640958
5,0.604183
6,0.652085
7,0.807972
8,0.917432
9,0.912277
10,0.835719
11,0.972107
12,0.938453
13,0.969226
14,0.946239
15,0.969930
16,0.924178
17,0.982840
18,0.978491
19,0.971729
20,0.881216
21,0.875335
22,0.800721
23,0.896264
24,0.846816
25,0.725129
26,0.394428
27,0.433751
28,0.334552
29,0.554153
30,0.557979
31,0.549151
32,0.047116
33,0.007402
34,0.000531
35,0.000905
36,0.020217
37,0.054231
38,0.048298
39,0.034030
40,0.047161
41,0.029711
42,0.036419
43,0.006208
44,0.001098
45,0.000705
46,0.000144
47,0.000005
48,0.000095
49,0.000003
50,0.000002
51,0.000243
52,0.000039
53,0.000037
54,0.000038
55,0.000037
56,0.000033
57,0.000030
58,0.000051
59,0.000039
60,0.000038
61,0.000035
62,0.000023
63,0.000022
64,0.000034
65,0.000001
66,0.000001
67,0.000003
68,0.000002
69,0.000002
70,0.000002
71,0.000003
72,0.000017
73,0.000005
74,0.000019
75,0.000006
76,0.000004
77,0.000031
78,0.000004
79,0.000029
80,0.000030
81,0.000032
82,0.000015
83,0.000001
84,0.000001
85,0.000043
86,0.000024
87,0.000023
88,0.000025
89,0.000048
90,0.000030
91,0.000028
92,0.000042
93,0.000218
94,0.000707
95,0.049062
96,0.222058
97,0.564645
98,0.747855
99,0.741700
100,0.790333
101,0.533547
102,0.665086
103,0.658923
104,0.662332
105,0.614924
106,0.279111
107,0.287392
108,0.248620
109,0.216877
110,0.413856
111,0.571267
112,0.044497
113,0.047899
114,0.017801
115,0.104208
116,0.086926
117,0.109660
118,0.038070
119,0.032140
119,0.563742
120,0.109986
121,0.035700
122,0.152245
123,0.119906
124,0.056517
125,0.230409
126,0.153854
127,0.145612
128,0.097609
129,0.112456
130,0.104083
131,0.133700
132,0.019944
133,0.037679
134,0.023186
135,0.009068
136,0.010840
137,0.007996
138,0.134265
139,0.176117
140,0.159764
141,0.068842
142,0.036190
143,0.029243
144,0.076016
145,0.076976
146,0.105189
147,0.005521
148,0.011271
149,0.018060
150,0.018762
151,0.095680
152,0.078017
153,0.031712
154,0.044422
155,0.054723
156,0.045473
157,0.039219
158,0.037181
159,0.038633
160,0.028236
161,0.008866
162,0.013549
163,0.015989
164,0.016986
165,0.010516
166,0.014249
167,0.021283
168,0.028028
169,0.018329
170,0.008369
171,0.014801
172,0.001874
173,0.001015
174,0.001495
175,0.001000
176,0.001294
177,0.010617
178,0.010212
179,0.007492
180,0.007625
181,0.010629
182,0.010271
183,0.010749
184,0.018105
185,0.023901
186,0.026252
187,0.027477
188,0.016563
189,0.023879
190,0.022924
191,0.023912
192,0.016060
193,0.054136
194,0.019688
195,0.018334
196,0.011958
197,0.012835
198,0.009352
199,0.007649
200,0.007924
201,0.005636
202,0.004733
203,0.003984
204,0.004959
205,0.006283
206,0.019039
207,0.024704
208,0.018998
209,0.003564
210,0.002569
211,0.027062
212,0.028491
213,0.002787
214,0.003619
215,0.008319
216,0.002299
217,0.003421
218,0.000360
219,0.000758
220,0.004536
221,0.003913
222,0.004315
223,0.003780
224,0.004093
225,0.003999
226,0.007681
227,0.006164
228,0.004483
229,0.006679
230,0.006466
231,0.002838
232,0.003512
233,0.003525
234,0.002947
235,0.002529
236,0.002310
237,0.004785
238,0.059074
239,0.061820
239,0.133675
240,0.112009
241,0.062372
242,0.039226
243,0.042310
244,0.044331
245,0.084590
246,0.082474
247,0.070912
248,0.061491
249,0.037011
250,0.081804
251,0.026625
252,0.023395
253,0.008043
254,0.051062
255,0.049313
256,0.048566
257,0.053829
258,0.074281
259,0.091551
260,0.087166
261,0.057268
262,0.000235
263,0.001758
264,0.000178
265,0.000145
266,0.027650
267,0.233514
268,0.242258
269,0.469749
270,0.703799
271,0.855586
272,0.619215
273,0.112781
274,0.032471
275,0.045542
276,0.036375
277,0.047001
278,0.043787
279,0.030938
280,0.040457
281,0.041607
282,0.054430
283,0.235518
284,0.027268
285,0.005925
286,0.968713
287,0.648478
288,0.941846
289,0.977682
290,0.974847
291,0.955043
292,0.607668
293,0.460603
294,0.623412
295,0.659607
296,0.464601
297,0.542964
298,0.733694
299,0.596229
300,0.572465
301,0.160833
302,0.251044
303,0.645305
304,0.150026
305,0.076029
306,0.186426
307,0.685223
308,0.934188
309,0.539000
310,0.845925
311,0.453488
312,0.728992
313,0.867922
314,0.510560
315,0.529170
316,0.129304
317,0.205313
318,0.358150
319,0.237420
320,0.246958
321,0.738490
322,0.701580
323,0.723314
324,0.504186
325,0.543705
326,0.910153
327,0.793640
328,0.792987
329,0.799987
330,0.812384
331,0.855033
332,0.837145
333,0.718773
334,0.749883
335,0.822116
336,0.848897
337,0.865896
338,0.843729
339,0.881001
340,0.867563
341,0.349571
342,0.176669
343,0.095911
344,0.122942
345,0.116816
346,0.128980
347,0.115426
348,0.063487
349,0.092332
350,0.103562
351,0.171317
352,0.155967
353,0.113624
354,0.150857
355,0.179395
356,0.183226
357,0.170740
